timestamp,message
"
1757511348620,"INFO	2025-09-10T13:35:48,619	15968	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-10]	60	Code generated in 350.186655 ms
"
1757511348677,"TRACE	2025-09-10T13:35:48,676	16025	com.amazonaws.services.glue.DynamicFrame	[Thread-10]	286	DynamicFrame - create
"
1757511348696,"TRACE	2025-09-10T13:35:48,695	16044	com.amazonaws.services.glue.DynamicFrame	[Thread-10]	363	DynamicFrame - toDF
"
1757511348872,"INFO	2025-09-10T13:35:48,871	16220	com.amazonaws.services.dataquality.EvaluateDataQuality$	[Thread-10]	210	Starting Evaluate Data Quality Run jr_abeec7a629dbdd0b2a85341d68fc44240c90423c19d39a89788cb1e38c7c826d for job: Uber_ride_feature_engieering
"
1757511349050,"INFO	2025-09-10T13:35:49,049	16398	com.amazonaws.glue.ml.dataquality.dqdl.model.condition.number.NumberBasedCondition	[Thread-10]	48	Evaluating condition for rule: ColumnCount > 0
"
1757511349050,"INFO	2025-09-10T13:35:49,050	16399	com.amazonaws.glue.ml.dataquality.dqdl.model.condition.number.NumberBasedCondition	[Thread-10]	78	17.0 > 0.0? true
"
1757511350377,"INFO	2025-09-10T13:35:50,377	17726	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint	[dispatcher-CoarseGrainedScheduler]	60	Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.35.6.172:57040) with ID 1,  ResourceProfileId 0
"
1757511350379,"INFO	2025-09-10T13:35:50,379	17728	org.apache.spark.executor.ExecutorLogUrlHandler	[dispatcher-CoarseGrainedScheduler]	60	Fail to renew executor log urls: some of required attributes are missing in app's event log.. Required: Set(CONTAINER_ID) / available: Set(). Falling back to show app's original log urls.
"
1757511350382,"INFO	2025-09-10T13:35:50,381	17730	org.apache.spark.scheduler.cluster.glue.ExecutorEventListener	[spark-listener-group-shared]	60	Got executor added event for 1 @ 1757511350379
"
1757511350382,"INFO	2025-09-10T13:35:50,382	17731	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[spark-listener-group-shared]	60	connected executor 1
"
1757511350456,"INFO	2025-09-10T13:35:50,456	17805	org.apache.spark.storage.BlockManagerMasterEndpoint	[dispatcher-BlockManagerMaster]	60	Registering block manager 172.35.6.172:40777 with 5.8 GiB RAM, BlockManagerId(1, 172.35.6.172, 40777, None)
"
1757511350788,"INFO	2025-09-10T13:35:50,788	18137	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint	[dispatcher-CoarseGrainedScheduler]	60	Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.36.232.66:50532) with ID 2,  ResourceProfileId 0
"
1757511350790,"INFO	2025-09-10T13:35:50,789	18138	org.apache.spark.scheduler.cluster.glue.ExecutorEventListener	[spark-listener-group-shared]	60	Got executor added event for 2 @ 1757511350789
"
1757511350790,"INFO	2025-09-10T13:35:50,789	18138	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[spark-listener-group-shared]	60	connected executor 2
"
1757511350858,"INFO	2025-09-10T13:35:50,857	18206	org.apache.spark.storage.BlockManagerMasterEndpoint	[dispatcher-BlockManagerMaster]	60	Registering block manager 172.36.232.66:46411 with 5.8 GiB RAM, BlockManagerId(2, 172.36.232.66, 46411, None)
"
1757511350919,"INFO	2025-09-10T13:35:50,918	18267	org.apache.spark.sql.execution.SQLExecution	[Thread-10]	60	Generating and posting SparkListenerSQLExecutionObfuscatedInfo...
"
1757511350922,"INFO	2025-09-10T13:35:50,921	18270	org.apache.spark.sql.execution.SQLExecution	[Thread-10]	60	Posted SparkListenerSQLExecutionObfuscatedInfo in 3 ms
"
1757511351676,"INFO	2025-09-10T13:35:51,676	19025	org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint	[dispatcher-CoarseGrainedScheduler]	60	Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.34.197.149:44190) with ID 3,  ResourceProfileId 0
"
1757511351678,"INFO	2025-09-10T13:35:51,677	19026	org.apache.spark.scheduler.cluster.glue.ExecutorEventListener	[spark-listener-group-shared]	60	Got executor added event for 3 @ 1757511351677
"
1757511351678,"INFO	2025-09-10T13:35:51,678	19027	org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator	[spark-listener-group-shared]	60	connected executor 3
"
1757511351757,"INFO	2025-09-10T13:35:51,756	19105	org.apache.spark.storage.BlockManagerMasterEndpoint	[dispatcher-BlockManagerMaster]	60	Registering block manager 172.34.197.149:46121 with 5.8 GiB RAM, BlockManagerId(3, 172.34.197.149, 46121, None)
"
1757511351878,"INFO	2025-09-10T13:35:51,877	19226	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-10]	60	Code generated in 81.1153 ms
"
1757511352037,"INFO	2025-09-10T13:35:52,036	19385	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-10]	60	Code generated in 39.991893 ms
"
1757511352070,"TRACE	2025-09-10T13:35:52,070	19419	com.amazonaws.services.glue.DynamicFrame	[Thread-10]	286	DynamicFrame - create
"
1757511352173,"INFO	2025-09-10T13:35:52,172	19521	org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator	[Thread-10]	60	Code generated in 34.492877 ms
"
1757511352183,"TRACE	2025-09-10T13:35:52,183	19532	com.amazonaws.services.glue.DynamicFrame	[Thread-10]	286	DynamicFrame - create
"
1757511352186,"INFO	2025-09-10T13:35:52,185	19534	com.amazonaws.services.glue.GlueContext	[Thread-10]	917	Glue secret manager integration: secretId is not provided.
"
1757511352188,"TRACE	2025-09-10T13:35:52,187	19536	com.amazonaws.services.glue.GlueContext	[Thread-10]	1116	datasink_s3 is used.
"
1757511352267,"INFO	2025-09-10T13:35:52,267	19616	com.amazonaws.services.glue.GlueContext	[Thread-10]	1170	The DataSink in action for the given format/connectionType (s3) is com.amazonaws.services.glue.sinks.HadoopDataSink
"
1757511352438,"INFO	2025-09-10T13:35:52,437	19786	com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory	[Thread-10]	72	Unable to create provider using constructor: DefaultAWSCredentialsProviderChain(java.net.URI, org.apache.hadoop.conf.Configuration)
"
1757511352442,"INFO	2025-09-10T13:35:52,441	19790	com.amazon.ws.emr.hadoop.fs.util.ClientConfigurationFactory	[Thread-10]	85	Set initial getObject socket timeout to 2000 ms.
"
1757511352461,"INFO	2025-09-10T13:35:52,460	19809	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_3 stored as values in memory (estimated size 24.0 B, free 5.8 GiB)
"
1757511352463,"INFO	2025-09-10T13:35:52,463	19812	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_3_piece0 stored as bytes in memory (estimated size 89.0 B, actual size: 89.0 B, free 5.8 GiB)
"
1757511352464,"INFO	2025-09-10T13:35:52,464	19813	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_3_piece0 in memory on 172.39.49.172:37387 (size: 89.0 B, free: 5.8 GiB)
"
1757511352471,"INFO	2025-09-10T13:35:52,471	19820	org.apache.spark.SparkContext	[Thread-10]	60	Created broadcast 3 from broadcast at HadoopDataSink.scala:207
"
1757511352485,"INFO	2025-09-10T13:35:52,484	19833	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_4 stored as values in memory (estimated size 88.0 B, free 5.8 GiB)
"
1757511352489,"INFO	2025-09-10T13:35:52,489	19838	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_4_piece0 stored as bytes in memory (estimated size 315.0 B, actual size: 315.0 B, free 5.8 GiB)
"
1757511352490,"INFO	2025-09-10T13:35:52,490	19839	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_4_piece0 in memory on 172.39.49.172:37387 (size: 315.0 B, free: 5.8 GiB)
"
1757511352492,"INFO	2025-09-10T13:35:52,491	19840	org.apache.spark.SparkContext	[Thread-10]	60	Created broadcast 4 from broadcast at HadoopDataSink.scala:213
"
1757511352542,"INFO	2025-09-10T13:35:52,541	19890	org.apache.spark.SparkContext	[Thread-10]	60	Starting job: runJob at GlueParquetHadoopWriter.scala:176
"
1757511352564,"INFO	2025-09-10T13:35:52,563	19912	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Got job 0 (runJob at GlueParquetHadoopWriter.scala:176) with 1 output partitions
"
1757511352564,"INFO	2025-09-10T13:35:52,564	19913	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Final stage: ResultStage 0 (runJob at GlueParquetHadoopWriter.scala:176)
"
1757511352565,"INFO	2025-09-10T13:35:52,564	19913	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Parents of final stage: List()
"
1757511352567,"INFO	2025-09-10T13:35:52,567	19916	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Missing parents: List()
"
1757511352594,"INFO	2025-09-10T13:35:52,594	19943	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting ResultStage 0 (MapPartitionsRDD[27] at filter at DynamicFrame.scala:165), which has no missing parents
"
1757511352665,"INFO	2025-09-10T13:35:52,665	20014	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_5 stored as values in memory (estimated size 225.7 KiB, free 5.8 GiB)
"
1757511352671,"INFO	2025-09-10T13:35:52,671	20020	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_5_piece0 stored as bytes in memory (estimated size 83.0 KiB, actual size: 83.0 KiB, free 5.8 GiB)
"
1757511352672,"INFO	2025-09-10T13:35:52,672	20021	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_5_piece0 in memory on 172.39.49.172:37387 (size: 83.0 KiB, free: 5.8 GiB)
"
1757511352674,"INFO	2025-09-10T13:35:52,674	20023	org.apache.spark.SparkContext	[dag-scheduler-event-loop]	60	Created broadcast 5 from broadcast at DAGScheduler.scala:1664
"
1757511352699,"INFO	2025-09-10T13:35:52,698	20047	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting 1 missing tasks from ResultStage 0 (MapPartitionsRDD[27] at filter at DynamicFrame.scala:165) (first 15 tasks are for partitions Vector(0))
"
1757511352701,"INFO	2025-09-10T13:35:52,700	20049	org.apache.spark.scheduler.TaskSchedulerImpl	[dag-scheduler-event-loop]	60	Adding task set 0.0 with 1 tasks resource profile 0
"
1757511352735,"INFO	2025-09-10T13:35:52,735	20084	org.apache.spark.scheduler.TaskSetManager	[dispatcher-CoarseGrainedScheduler]	60	Starting task 0.0 in stage 0.0 (TID 0) (172.36.232.66, executor 2, partition 0, ANY, 9866 bytes) 
"
1757511353018,"INFO	2025-09-10T13:35:53,018	20367	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_5_piece0 in memory on 172.36.232.66:46411 (size: 83.0 KiB, free: 5.8 GiB)
"
1757511354324,"INFO	2025-09-10T13:35:54,324	21673	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_2_piece0 in memory on 172.36.232.66:46411 (size: 41.8 KiB, free: 5.8 GiB)
"
1757511365819,"INFO	2025-09-10T13:36:05,818	33167	org.apache.spark.scheduler.TaskSetManager	[task-result-getter-0]	60	Finished task 0.0 in stage 0.0 (TID 0) in 13098 ms on 172.36.232.66 (executor 2) (1/1)
"
1757511365821,"INFO	2025-09-10T13:36:05,821	33170	org.apache.spark.scheduler.TaskSchedulerImpl	[task-result-getter-0]	60	Removed TaskSet 0.0, whose tasks have all completed, from pool 
"
1757511365825,"INFO	2025-09-10T13:36:05,825	33174	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	ResultStage 0 (runJob at GlueParquetHadoopWriter.scala:176) finished in 13.195 s
"
1757511365835,"INFO	2025-09-10T13:36:05,835	33184	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Job 0 is finished. Cancelling potential speculative or zombie tasks for this job
"
1757511365836,"INFO	2025-09-10T13:36:05,836	33185	org.apache.spark.scheduler.TaskSchedulerImpl	[dag-scheduler-event-loop]	60	Killing all running tasks in stage 0: Stage finished
"
1757511365839,"INFO	2025-09-10T13:36:05,838	33187	org.apache.spark.scheduler.DAGScheduler	[Thread-10]	60	Job 0 finished: runJob at GlueParquetHadoopWriter.scala:176, took 13.296707 s
"
1757511365842,"INFO	2025-09-10T13:36:05,842	33191	com.amazonaws.services.glue.sinks.HadoopDataSink	[Thread-10]	265	enableUpdateCatalog = false
"
1757511365843,"INFO	2025-09-10T13:36:05,842	33191	com.amazonaws.services.glue.sinks.HadoopDataSink	[Thread-10]	266	partitionKeys is empty - true
"
1757511365844,"INFO	2025-09-10T13:36:05,843	33192	com.amazonaws.services.glue.sinks.HadoopDataSink	[Thread-10]	267	nameSpace: , table: 
"
1757511365846,"TRACE	2025-09-10T13:36:05,846	33195	com.amazonaws.services.glue.DynamicFrame	[Thread-10]	286	DynamicFrame - create
"
1757511365849,"INFO	2025-09-10T13:36:05,848	33197	com.amazonaws.services.glue.GlueContext	[Thread-10]	917	Glue secret manager integration: secretId is not provided.
"
1757511365850,"TRACE	2025-09-10T13:36:05,849	33198	com.amazonaws.services.glue.GlueContext	[Thread-10]	1116	datasink_s3 is used.
"
1757511365851,"INFO	2025-09-10T13:36:05,851	33200	com.amazonaws.services.glue.GlueContext	[Thread-10]	1170	The DataSink in action for the given format/connectionType (s3) is com.amazonaws.services.glue.sinks.HadoopDataSink
"
1757511365889,"INFO	2025-09-10T13:36:05,889	33238	com.amazonaws.services.glue.writers.AvroWriterUtil.AvroRecordBuilderUtil$	[Thread-10]	246	Creating default Avro record builder for version 1.7.
"
1757511365905,"INFO	2025-09-10T13:36:05,904	33253	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_6 stored as values in memory (estimated size 24.0 B, free 5.8 GiB)
"
1757511365907,"INFO	2025-09-10T13:36:05,907	33256	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_6_piece0 stored as bytes in memory (estimated size 89.0 B, actual size: 89.0 B, free 5.8 GiB)
"
1757511365908,"INFO	2025-09-10T13:36:05,907	33256	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_6_piece0 in memory on 172.39.49.172:37387 (size: 89.0 B, free: 5.8 GiB)
"
1757511365910,"INFO	2025-09-10T13:36:05,909	33258	org.apache.spark.SparkContext	[Thread-10]	60	Created broadcast 6 from broadcast at HadoopDataSink.scala:207
"
1757511365911,"INFO	2025-09-10T13:36:05,911	33260	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_7 stored as values in memory (estimated size 88.0 B, free 5.8 GiB)
"
1757511365913,"INFO	2025-09-10T13:36:05,912	33261	org.apache.spark.storage.memory.MemoryStore	[Thread-10]	60	Block broadcast_7_piece0 stored as bytes in memory (estimated size 315.0 B, actual size: 315.0 B, free 5.8 GiB)
"
1757511365914,"INFO	2025-09-10T13:36:05,914	33263	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_7_piece0 in memory on 172.39.49.172:37387 (size: 315.0 B, free: 5.8 GiB)
"
1757511365986,"INFO	2025-09-10T13:36:05,915	33264	org.apache.spark.SparkContext	[Thread-10]	60	Created broadcast 7 from broadcast at HadoopDataSink.scala:213
"
1757511365986,"INFO	2025-09-10T13:36:05,938	33287	org.apache.spark.SparkContext	[Thread-10]	60	Starting job: runJob at HadoopWriters.scala:129
"
1757511365986,"INFO	2025-09-10T13:36:05,940	33289	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Got job 1 (runJob at HadoopWriters.scala:129) with 1 output partitions
"
1757511365986,"INFO	2025-09-10T13:36:05,942	33291	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Final stage: ResultStage 1 (runJob at HadoopWriters.scala:129)
"
1757511365986,"INFO	2025-09-10T13:36:05,943	33292	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Parents of final stage: List()
"
1757511365986,"INFO	2025-09-10T13:36:05,943	33292	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Missing parents: List()
"
1757511365986,"INFO	2025-09-10T13:36:05,944	33293	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting ResultStage 1 (MapPartitionsRDD[29] at filter at DynamicFrame.scala:165), which has no missing parents
"
1757511365987,"INFO	2025-09-10T13:36:05,980	33329	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_8 stored as values in memory (estimated size 225.7 KiB, free 5.8 GiB)
"
1757511365987,"INFO	2025-09-10T13:36:05,985	33334	org.apache.spark.storage.memory.MemoryStore	[dag-scheduler-event-loop]	60	Block broadcast_8_piece0 stored as bytes in memory (estimated size 83.1 KiB, actual size: 83.1 KiB, free 5.8 GiB)
"
1757511365987,"INFO	2025-09-10T13:36:05,986	33335	org.apache.spark.storage.BlockManagerInfo	[dispatcher-BlockManagerMaster]	60	Added broadcast_8_piece0 in memory on 172.39.49.172:37387 (size: 83.1 KiB, free: 5.8 GiB)
"
1757511365989,"INFO	2025-09-10T13:36:05,989	33338	org.apache.spark.SparkContext	[dag-scheduler-event-loop]	60	Created broadcast 8 from broadcast at DAGScheduler.scala:1664
"
1757511365991,"INFO	2025-09-10T13:36:05,991	33340	org.apache.spark.scheduler.DAGScheduler	[dag-scheduler-event-loop]	60	Submitting 1 missing tasks from ResultStage 1 (MapPartitionsRDD[29] at filter at DynamicFrame.scala:165) (first 15 tasks are for partitions Vector(0))
